orderitemid,orderid,itemid
94740,94740,1
94741,94741,16
94742,94742,13
94743,94743,16
94744,94744,20
94745,94745,10
94746,94746,11
94747,94747,4
94748,94748,1
94749,94749,1
94750,94750,5
94751,94751,13
94752,94752,2
94753,94753,1
94754,94754,11
94755,94755,16
94756,94756,13
94757,94757,19
94758,94758,2
94759,94759,16
94760,94760,5
94761,94761,16
94762,94762,17
94763,94763,8
94764,94764,9
94765,94765,3
94766,94766,10
94767,94767,14
94768,94768,18
94769,94769,6
94770,94770,18
94771,94771,17
94772,94772,6
94773,94773,15
94774,94774,12
94775,94775,18
94776,94776,7
94777,94777,3
94778,94778,16
94779,94779,2
94780,94780,18
94781,94781,9
94782,94782,14
94783,94783,7
94784,94784,2
94785,94785,2
94786,94786,19
94787,94787,7
94788,94788,16
94789,94789,16
94790,94790,15
94791,94791,1
94792,94792,5
94793,94793,14
94794,94794,6
94795,94795,16
94796,94796,1
94797,94797,9
94798,94798,7
94799,94799,8
94800,94800,5
94801,94801,17
94802,94802,9
94803,94803,15
94804,94804,13
94805,94805,13
94806,94806,14
94807,94807,20
94808,94808,2
94809,94809,9
94810,94810,2
94811,94811,8
94812,94812,7
94813,94813,8
94814,94814,6
94815,94815,6
94816,94816,8
94817,94817,7
94818,94818,3
94819,94819,3
94820,94820,18
94821,94821,20
94822,94822,6
94823,94823,16
94824,94824,7
94825,94825,19
94826,94826,11
94827,94827,2
94828,94828,12
94829,94829,16
94830,94830,8
94831,94831,6
94832,94832,2
94833,94833,13
94834,94834,20
94835,94835,2
94836,94836,12
94837,94837,1
94838,94838,20
94839,94839,14
94840,94840,15
94841,94841,6
94842,94842,19
94843,94843,9
94844,94844,13
94845,94845,12
94846,94846,19
94847,94847,2
94848,94848,1
94849,94849,17
94850,94850,8
94851,94851,16
94852,94852,14
94853,94853,19
94854,94854,11
94855,94855,19
94856,94856,19
94857,94857,14
94858,94858,3
94859,94859,5
94860,94860,11
94861,94861,8
94862,94862,9
94863,94863,9
94864,94864,4
94865,94865,16
94866,94866,4
94867,94867,5
94868,94868,19
94869,94869,19
94870,94870,9
94871,94871,10
94872,94872,19
94873,94873,7
94874,94874,6
94875,94875,14
94876,94876,3
94877,94877,17
94878,94878,5
94879,94879,19
94880,94880,15
94881,94881,15
94882,94882,1
94883,94883,12
94884,94884,4
94885,94885,11
94886,94886,16
94887,94887,16
94888,94888,1
94889,94889,18
94890,94890,14
94891,94891,16
94892,94892,2
94893,94893,17
94894,94894,7
94895,94895,4
94896,94896,20
94897,94897,10
94898,94898,12
94899,94899,7
94900,94900,11
94901,94901,12
94902,94902,4
94903,94903,3
94904,94904,17
94905,94905,4
94906,94906,19
94907,94907,18
94908,94908,2
94909,94909,1
94910,94910,13
94911,94911,11
94912,94912,14
94913,94913,15
94914,94914,1
94915,94915,3
94916,94916,17
94917,94917,10
94918,94918,17
94919,94919,4
94920,94920,8
94921,94921,8
94922,94922,8
94923,94923,4
94924,94924,14
94925,94925,19
94926,94926,10
94927,94927,7
94928,94928,20
94929,94929,6
94930,94930,14
94931,94931,14
94932,94932,9
94933,94933,18
94934,94934,12
94935,94935,12
94936,94936,17
94937,94937,12
94938,94938,14
94939,94939,16
94940,94940,7
94941,94941,16
94942,94942,4
94943,94943,12
94944,94944,17
94945,94945,4
94946,94946,14
94947,94947,2
94948,94948,12
94949,94949,6
94950,94950,4
94951,94951,16
94952,94952,6
94953,94953,10
94954,94954,8
94955,94955,19
94956,94956,14
94957,94957,11
94958,94958,18
94959,94959,6
94960,94960,5
94961,94961,15
94962,94962,18
94963,94963,7
94964,94964,1
94965,94965,12
94966,94966,13
94967,94967,12
94968,94968,3
94969,94969,11
94970,94970,6
94971,94971,3
94972,94972,14
94973,94973,7
94974,94974,11
94975,94975,6
94976,94976,3
94977,94977,4
94978,94978,1
94979,94979,9
94980,94980,8
94981,94981,18
94982,94982,7
94983,94983,16
94984,94984,18
94985,94985,18
94986,94986,2
94987,94987,3
94988,94988,15
94989,94989,2
94990,94990,19
94991,94991,1
94992,94992,2
94993,94993,13
94994,94994,11
94995,94995,11
94996,94996,20
94997,94997,11
94998,94998,11
94999,94999,4
95000,95000,2
95001,95001,8
95002,95002,5
95003,95003,2
95004,95004,4
95005,95005,18
95006,95006,8
95007,95007,18
95008,95008,12
95009,95009,2
95010,95010,19
95011,95011,8
95012,95012,11
95013,95013,12
95014,95014,5
95015,95015,2
95016,95016,9
95017,95017,12
95018,95018,9
95019,95019,17
95020,95020,6
95021,95021,14
95022,95022,15
95023,95023,6
95024,95024,14
95025,95025,3
95026,95026,9
95027,95027,10
95028,95028,17
95029,95029,9
95030,95030,14
95031,95031,20
95032,95032,2
95033,95033,9
95034,95034,6
95035,95035,13
95036,95036,20
95037,95037,19
95038,95038,6
95039,95039,9
95040,95040,11
95041,95041,17
95042,95042,6
95043,95043,17
95044,95044,7
95045,95045,8
95046,95046,6
95047,95047,14
95048,95048,19
95049,95049,14
95050,95050,14
95051,95051,10
95052,95052,7
95053,95053,7
95054,95054,9
95055,95055,16
95056,95056,3
95057,95057,3
95058,95058,10
95059,95059,19
95060,95060,13
95061,95061,15
95062,95062,19
95063,95063,16
95064,95064,17
95065,95065,4
95066,95066,10
95067,95067,11
95068,95068,14
95069,95069,16
95070,95070,9
95071,95071,13
95072,95072,9
95073,95073,3
95074,95074,20
95075,95075,2
95076,95076,5
95077,95077,3
95078,95078,18
95079,95079,10
95080,95080,19
95081,95081,1
95082,95082,5
95083,95083,3
95084,95084,1
95085,95085,15
95086,95086,10
95087,95087,3
95088,95088,2
95089,95089,11
95090,95090,8
95091,95091,19
95092,95092,3
95093,95093,20
95094,95094,10
95095,95095,16
95096,95096,17
95097,95097,2
95098,95098,9
95099,95099,7
95100,95100,17
95101,95101,14
95102,95102,2
95103,95103,8
95104,95104,11
95105,95105,3
95106,95106,17
95107,95107,5
95108,95108,19
95109,95109,9
95110,95110,2
95111,95111,4
95112,95112,16
95113,95113,18
95114,95114,16
95115,95115,14
95116,95116,17
95117,95117,10
95118,95118,20
95119,95119,11
95120,95120,6
95121,95121,11
95122,95122,11
95123,95123,12
95124,95124,9
95125,95125,11
95126,95126,19
95127,95127,9
95128,95128,9
95129,95129,13
95130,95130,14
95131,95131,10
95132,95132,12
95133,95133,9
95134,95134,8
95135,95135,19
95136,95136,7
95137,95137,4
95138,95138,9
95139,95139,1
95140,95140,5
95141,95141,18
95142,95142,1
95143,95143,15
95144,95144,15
95145,95145,11
95146,95146,1
95147,95147,9
95148,95148,10
95149,95149,2
95150,95150,16
95151,95151,18
95152,95152,9
95153,95153,8
95154,95154,15
95155,95155,11
95156,95156,9
95157,95157,14
95158,95158,10
95159,95159,13
95160,95160,1
95161,95161,12
95162,95162,3
95163,95163,8
95164,95164,13
95165,95165,7
95166,95166,7
95167,95167,9
95168,95168,11
95169,95169,8
95170,95170,5
95171,95171,2
95172,95172,16
95173,95173,14
95174,95174,3
95175,95175,13
95176,95176,16
95177,95177,19
95178,95178,1
95179,95179,8
95180,95180,6
95181,95181,15
95182,95182,13
95183,95183,2
95184,95184,17
95185,95185,13
95186,95186,15
95187,95187,1
95188,95188,19
95189,95189,4
95190,95190,13
95191,95191,8
95192,95192,20
95193,95193,18
95194,95194,15
95195,95195,12
95196,95196,2
95197,95197,2
95198,95198,20
95199,95199,10
95200,95200,8
95201,95201,19
95202,95202,16
95203,95203,9
95204,95204,2
95205,95205,17
95206,95206,19
95207,95207,3
95208,95208,4
95209,95209,7
95210,95210,16
95211,95211,9
95212,95212,6
95213,95213,12
95214,95214,11
95215,95215,4
95216,95216,10
95217,95217,11
95218,95218,16
95219,95219,15
95220,95220,5
95221,95221,17
95222,95222,2
95223,95223,4
95224,95224,14
95225,95225,9
95226,95226,4
95227,95227,12
95228,95228,5
95229,95229,7
95230,95230,18
95231,95231,7
95232,95232,15
95233,95233,7
95234,95234,2
95235,95235,9
95236,95236,2
95237,95237,7
95238,95238,17
95239,95239,19
95240,95240,17
95241,95241,16
95242,95242,13
95243,95243,17
95244,95244,18
95245,95245,1
95246,95246,2
95247,95247,3
95248,95248,17
95249,95249,7
95250,95250,9
95251,95251,2
95252,95252,2
95253,95253,17
95254,95254,8
95255,95255,5
95256,95256,9
95257,95257,9
95258,95258,19
95259,95259,9
95260,95260,11
95261,95261,7
95262,95262,7
95263,95263,4
95264,95264,4
95265,95265,9
95266,95266,6
95267,95267,11
95268,95268,17
95269,95269,1
95270,95270,7
95271,95271,13
95272,95272,19
95273,95273,11
95274,95274,2
95275,95275,14
95276,95276,11
95277,95277,5
95278,95278,6
95279,95279,11
95280,95280,5
95281,95281,7
95282,95282,4
95283,95283,7
95284,95284,18
95285,95285,10
95286,95286,20
95287,95287,15
95288,95288,15
95289,95289,6
95290,95290,19
95291,95291,8
95292,95292,18
95293,95293,9
95294,95294,18
95295,95295,18
95296,95296,1
95297,95297,6
95298,95298,3
95299,95299,19
95300,95300,14
95301,95301,19
95302,95302,14
95303,95303,15
95304,95304,15
95305,95305,12
95306,95306,3
95307,95307,19
95308,95308,19
95309,95309,16
95310,95310,11
95311,95311,8
95312,95312,12
95313,95313,1
95314,95314,5
95315,95315,13
95316,95316,10
95317,95317,16
95318,95318,12
95319,95319,8
95320,95320,3
95321,95321,10
95322,95322,7
95323,95323,7
95324,95324,12
95325,95325,11
95326,95326,5
95327,95327,7
95328,95328,18
95329,95329,13
95330,95330,4
95331,95331,11
95332,95332,13
95333,95333,18
95334,95334,9
95335,95335,6
95336,95336,6
95337,95337,18
95338,95338,14
95339,95339,5
95340,95340,18
95341,95341,20
95342,95342,18
95343,95343,10
95344,95344,15
95345,95345,18
95346,95346,1
95347,95347,6
95348,95348,19
95349,95349,11
95350,95350,1
95351,95351,16
95352,95352,12
95353,95353,5
95354,95354,7
95355,95355,13
95356,95356,15
95357,95357,12
95358,95358,4
95359,95359,6
95360,95360,13
95361,95361,1
95362,95362,4
95363,95363,13
95364,95364,12
95365,95365,11
95366,95366,13
95367,95367,14
95368,95368,15
95369,95369,14
95370,95370,8
95371,95371,10
95372,95372,20
95373,95373,11
95374,95374,1
95375,95375,18
95376,95376,19
95377,95377,19
95378,95378,14
95379,95379,1
95380,95380,14
95381,95381,13
95382,95382,16
95383,95383,12
95384,95384,15
95385,95385,9
95386,95386,13
95387,95387,16
95388,95388,11
95389,95389,18
95390,95390,8
95391,95391,1
95392,95392,13
95393,95393,3
95394,95394,3
95395,95395,18
95396,95396,16
95397,95397,12
95398,95398,13
95399,95399,3
95400,95400,16
95401,95401,8
95402,95402,11
95403,95403,12
95404,95404,19
95405,95405,4
95406,95406,16
95407,95407,20
95408,95408,16
95409,95409,6
95410,95410,15
95411,95411,6
95412,95412,6
95413,95413,14
95414,95414,20
95415,95415,1
95416,95416,15
95417,95417,18
95418,95418,14
95419,95419,8
95420,95420,15
95421,95421,18
95422,95422,12
95423,95423,12
95424,95424,17
95425,95425,2
95426,95426,20
95427,95427,1
95428,95428,10
95429,95429,4
95430,95430,3
95431,95431,17
95432,95432,8
95433,95433,13
95434,95434,8
95435,95435,2
95436,95436,15
95437,95437,9
95438,95438,8
95439,95439,1
95440,95440,11
95441,95441,17
95442,95442,19
95443,95443,17
95444,95444,6
95445,95445,5
95446,95446,1
95447,95447,20
95448,95448,5
95449,95449,20
95450,95450,11
95451,95451,14
95452,95452,4
95453,95453,7
95454,95454,18
95455,95455,17
95456,95456,6
95457,95457,16
95458,95458,16
95459,95459,16
95460,95460,10
95461,95461,7
95462,95462,7
95463,95463,1
95464,95464,6
95465,95465,1
95466,95466,16
95467,95467,17
95468,95468,19
95469,95469,5
95470,95470,11
95471,95471,1
95472,95472,3
95473,95473,14
95474,95474,11
95475,95475,6
95476,95476,11
95477,95477,8
95478,95478,3
95479,95479,18
95480,95480,16
95481,95481,3
95482,95482,6
95483,95483,16
95484,95484,17
95485,95485,16
95486,95486,14
95487,95487,4
95488,95488,13
95489,95489,19
95490,95490,11
95491,95491,15
95492,95492,11
95493,95493,15
95494,95494,8
95495,95495,1
95496,95496,19
95497,95497,15
95498,95498,3
95499,95499,11
95500,95500,20
95501,95501,4
95502,95502,16
95503,95503,16
95504,95504,12
95505,95505,3
95506,95506,9
95507,95507,15
95508,95508,7
95509,95509,19
95510,95510,9
95511,95511,8
95512,95512,11
95513,95513,13
95514,95514,18
95515,95515,10
95516,95516,15
95517,95517,7
95518,95518,8
95519,95519,3
95520,95520,11
95521,95521,6
95522,95522,3
95523,95523,16
95524,95524,14
95525,95525,14
95526,95526,20
95527,95527,16
95528,95528,4
95529,95529,16
95530,95530,12
95531,95531,7
95532,95532,9
95533,95533,13
95534,95534,3
95535,95535,10
95536,95536,13
95537,95537,6
95538,95538,5
95539,95539,2
95540,95540,16
95541,95541,17
95542,95542,6
95543,95543,6
95544,95544,15
95545,95545,15
95546,95546,18
95547,95547,1
95548,95548,10
95549,95549,15
95550,95550,4
95551,95551,14
95552,95552,1
95553,95553,1
95554,95554,12
95555,95555,9
95556,95556,12
95557,95557,1
95558,95558,2
95559,95559,5
95560,95560,20
95561,95561,20
95562,95562,18
95563,95563,8
95564,95564,14
95565,95565,2
95566,95566,2
95567,95567,12
95568,95568,1
95569,95569,4
95570,95570,10
95571,95571,9
95572,95572,15
95573,95573,7
95574,95574,8
95575,95575,13
95576,95576,15
95577,95577,12
95578,95578,12
95579,95579,12
95580,95580,15
95581,95581,16
95582,95582,9
95583,95583,14
95584,95584,12
95585,95585,13
95586,95586,8
95587,95587,15
95588,95588,15
95589,95589,9
95590,95590,7
95591,95591,1
95592,95592,16
95593,95593,17
95594,95594,2
95595,95595,5
95596,95596,17
95597,95597,12
95598,95598,8
95599,95599,1
95600,95600,12
95601,95601,3
95602,95602,20
95603,95603,9
95604,95604,20
95605,95605,16
95606,95606,4
95607,95607,5
95608,95608,16
95609,95609,4
95610,95610,15
95611,95611,20
95612,95612,15
95613,95613,7
95614,95614,3
95615,95615,6
95616,95616,18
95617,95617,4
95618,95618,12
95619,95619,11
95620,95620,14
95621,95621,9
95622,95622,3
95623,95623,9
95624,95624,1
95625,95625,10
95626,95626,15
95627,95627,3
95628,95628,5
95629,95629,15
95630,95630,2
95631,95631,7
95632,95632,20
95633,95633,19
95634,95634,9
95635,95635,18
95636,95636,16
95637,95637,1
95638,95638,19
95639,95639,7
95640,95640,2
95641,95641,11
95642,95642,3
95643,95643,18
95644,95644,17
95645,95645,19
95646,95646,18
95647,95647,10
95648,95648,12
95649,95649,13
95650,95650,5
95651,95651,8
95652,95652,5
95653,95653,17
95654,95654,20
95655,95655,14
95656,95656,16
95657,95657,5
95658,95658,11
95659,95659,2
95660,95660,20
95661,95661,14
95662,95662,4
95663,95663,5
95664,95664,6
95665,95665,15
95666,95666,13
95667,95667,12
95668,95668,9
95669,95669,15
95670,95670,13
95671,95671,16
95672,95672,12
95673,95673,14
95674,95674,2
95675,95675,13
95676,95676,9
95677,95677,6
95678,95678,19
95679,95679,16
95680,95680,7
95681,95681,9
95682,95682,5
95683,95683,8
95684,95684,10
95685,95685,11
95686,95686,10
95687,95687,13
95688,95688,20
95689,95689,8
95690,95690,3
95691,95691,19
95692,95692,7
95693,95693,11
95694,95694,12
95695,95695,16
95696,95696,9
95697,95697,14
95698,95698,7
95699,95699,17
95700,95700,12
95701,95701,18
95702,95702,14
95703,95703,5
95704,95704,19
95705,95705,8
95706,95706,9
95707,95707,10
95708,95708,8
95709,95709,3
95710,95710,10
95711,95711,3
95712,95712,16
95713,95713,3
95714,95714,19
95715,95715,19
95716,95716,1
95717,95717,19
95718,95718,3
95719,95719,11
95720,95720,19
95721,95721,16
95722,95722,11
95723,95723,15
95724,95724,4
95725,95725,4
95726,95726,11
95727,95727,14
95728,95728,11
95729,95729,10
95730,95730,16
95731,95731,3
95732,95732,4
95733,95733,20
95734,95734,1
95735,95735,14
95736,95736,18
95737,95737,1
95738,95738,11
95739,95739,14
95740,95740,8
95741,95741,17
95742,95742,16
95743,95743,4
95744,95744,15
95745,95745,10
95746,95746,11
95747,95747,4
95748,95748,9
95749,95749,10
95750,95750,12
95751,95751,9
95752,95752,7
95753,95753,18
95754,95754,12
95755,95755,10
95756,95756,15
95757,95757,6
95758,95758,15
95759,95759,10
95760,95760,11
95761,95761,13
95762,95762,16
95763,95763,5
95764,95764,14
95765,95765,3
95766,95766,9
95767,95767,19
95768,95768,19
95769,95769,10
95770,95770,18
95771,95771,15
95772,95772,3
95773,95773,9
95774,95774,13
95775,95775,3
95776,95776,4
95777,95777,15
95778,95778,15
95779,95779,5
95780,95780,20
95781,95781,14
95782,95782,13
95783,95783,4
95784,95784,10
95785,95785,2
95786,95786,15
95787,95787,6
95788,95788,3
95789,95789,2
95790,95790,7
95791,95791,15
95792,95792,2
95793,95793,2
95794,95794,4
95795,95795,4
95796,95796,8
95797,95797,18
95798,95798,19
95799,95799,10
95800,95800,2
95801,95801,5
95802,95802,17
95803,95803,6
95804,95804,8
95805,95805,2
95806,95806,7
95807,95807,15
95808,95808,19
95809,95809,10
95810,95810,10
95811,95811,8
95812,95812,20
95813,95813,15
95814,95814,20
95815,95815,17
95816,95816,6
95817,95817,2
95818,95818,11
95819,95819,17
95820,95820,20
95821,95821,12
95822,95822,5
95823,95823,15
95824,95824,11
95825,95825,8
95826,95826,20
95827,95827,6
95828,95828,5
95829,95829,9
95830,95830,11
95831,95831,3
95832,95832,15
95833,95833,18
95834,95834,6
95835,95835,19
95836,95836,14
95837,95837,13
95838,95838,15
95839,95839,14
95840,95840,19
95841,95841,6
95842,95842,12
95843,95843,20
95844,95844,7
95845,95845,9
95846,95846,9
95847,95847,5
95848,95848,4
95849,95849,15
95850,95850,20
95851,95851,8
95852,95852,12
95853,95853,17
95854,95854,1
95855,95855,8
95856,95856,3
95857,95857,2
95858,95858,14
95859,95859,1
95860,95860,11
95861,95861,18
95862,95862,4
95863,95863,15
95864,95864,16
95865,95865,20
95866,95866,6
95867,95867,1
95868,95868,12
95869,95869,18
95870,95870,15
95871,95871,14
95872,95872,10
95873,95873,18
95874,95874,16
95875,95875,14
95876,95876,5
95877,95877,6
95878,95878,5
95879,95879,12
95880,95880,8
95881,95881,10
95882,95882,14
95883,95883,11
95884,95884,1
95885,95885,5
95886,95886,10
95887,95887,2
95888,95888,12
95889,95889,9
95890,95890,2
95891,95891,9
95892,95892,8
95893,95893,19
95894,95894,3
95895,95895,12
95896,95896,20
95897,95897,8
95898,95898,16
95899,95899,12
95900,95900,11
95901,95901,4
95902,95902,10
95903,95903,14
95904,95904,2
95905,95905,9
95906,95906,17
95907,95907,17
95908,95908,19
95909,95909,18
95910,95910,20
95911,95911,20
95912,95912,11
95913,95913,17
95914,95914,10
95915,95915,9
95916,95916,13
95917,95917,2
95918,95918,17
95919,95919,12
95920,95920,17
95921,95921,15
95922,95922,1
95923,95923,9
95924,95924,20
95925,95925,10
95926,95926,4
95927,95927,8
95928,95928,17
95929,95929,8
95930,95930,3
95931,95931,20
95932,95932,19
95933,95933,10
95934,95934,12
95935,95935,5
95936,95936,2
95937,95937,13
95938,95938,14
95939,95939,19
95940,95940,8
95941,95941,18
95942,95942,8
95943,95943,15
95944,95944,2
95945,95945,8
95946,95946,1
95947,95947,9
95948,95948,14
95949,95949,12
95950,95950,11
95951,95951,18
95952,95952,3
95953,95953,2
95954,95954,16
95955,95955,2
95956,95956,3
95957,95957,13
95958,95958,20
95959,95959,20
95960,95960,12
95961,95961,3
95962,95962,2
95963,95963,16
95964,95964,3
95965,95965,4
95966,95966,7
95967,95967,4
95968,95968,13
95969,95969,20
95970,95970,19
95971,95971,6
95972,95972,17
95973,95973,14
95974,95974,7
95975,95975,8
95976,95976,14
95977,95977,1
95978,95978,13
95979,95979,19
95980,95980,11
95981,95981,11
95982,95982,11
95983,95983,5
95984,95984,12
95985,95985,12
95986,95986,18
95987,95987,6
95988,95988,5
95989,95989,4
95990,95990,16
95991,95991,16
95992,95992,5
95993,95993,5
95994,95994,20
95995,95995,5
95996,95996,6
95997,95997,6
95998,95998,5
95999,95999,4
96000,96000,2
96001,96001,8
96002,96002,8
96003,96003,20
96004,96004,6
96005,96005,6
96006,96006,18
96007,96007,17
96008,96008,9
96009,96009,17
96010,96010,13
96011,96011,3
96012,96012,18
96013,96013,8
96014,96014,10
96015,96015,11
96016,96016,19
96017,96017,14
96018,96018,10
96019,96019,4
96020,96020,9
96021,96021,6
96022,96022,19
96023,96023,11
96024,96024,1
96025,96025,2
96026,96026,2
96027,96027,5
96028,96028,13
96029,96029,8
96030,96030,7
96031,96031,11
96032,96032,8
96033,96033,10
96034,96034,3
96035,96035,6
96036,96036,12
96037,96037,14
96038,96038,4
96039,96039,10
96040,96040,9
96041,96041,16
96042,96042,4
96043,96043,20
96044,96044,7
96045,96045,11
96046,96046,9
96047,96047,20
96048,96048,7
96049,96049,18
96050,96050,19
96051,96051,13
96052,96052,20
96053,96053,9
96054,96054,10
96055,96055,6
96056,96056,20
96057,96057,6
96058,96058,19
96059,96059,13
96060,96060,7
96061,96061,7
96062,96062,1
96063,96063,14
96064,96064,13
96065,96065,14
96066,96066,4
96067,96067,4
96068,96068,8
96069,96069,20
96070,96070,3
96071,96071,10
96072,96072,15
96073,96073,10
96074,96074,10
96075,96075,5
96076,96076,1
96077,96077,1
96078,96078,19
96079,96079,16
96080,96080,1
96081,96081,11
96082,96082,15
96083,96083,12
96084,96084,13
96085,96085,12
96086,96086,19
96087,96087,10
96088,96088,11
96089,96089,7
96090,96090,10
96091,96091,8
96092,96092,20
96093,96093,18
96094,96094,16
96095,96095,12
96096,96096,17
96097,96097,17
96098,96098,2
96099,96099,14
96100,96100,11
96101,96101,11
96102,96102,9
96103,96103,10
96104,96104,4
96105,96105,5
96106,96106,6
96107,96107,20
96108,96108,16
96109,96109,14
96110,96110,13
96111,96111,1
96112,96112,8
96113,96113,14
96114,96114,16
96115,96115,13
96116,96116,9
96117,96117,7
96118,96118,6
96119,96119,3
96120,96120,16
96121,96121,8
96122,96122,10
96123,96123,15
96124,96124,1
96125,96125,8
96126,96126,14
96127,96127,14
96128,96128,19
96129,96129,11
96130,96130,9
96131,96131,19
96132,96132,6
96133,96133,14
96134,96134,12
96135,96135,15
96136,96136,1
96137,96137,6
96138,96138,9
96139,96139,2
96140,96140,15
96141,96141,8
96142,96142,15
96143,96143,11
96144,96144,10
96145,96145,3
96146,96146,9
96147,96147,12
96148,96148,18
96149,96149,18
96150,96150,17
96151,96151,8
96152,96152,12
96153,96153,1
96154,96154,17
96155,96155,20
96156,96156,5
96157,96157,16
96158,96158,3
96159,96159,8
96160,96160,6
96161,96161,1
96162,96162,17
96163,96163,4
96164,96164,7
96165,96165,9
96166,96166,2
96167,96167,3
96168,96168,12
96169,96169,19
96170,96170,8
96171,96171,15
96172,96172,1
96173,96173,14
96174,96174,14
96175,96175,15
96176,96176,10
96177,96177,10
96178,96178,18
96179,96179,7
96180,96180,16
96181,96181,20
96182,96182,8
96183,96183,16
96184,96184,16
96185,96185,7
96186,96186,20
96187,96187,18
96188,96188,18
96189,96189,4
96190,96190,3
96191,96191,9
96192,96192,7
96193,96193,4
96194,96194,4
96195,96195,12
96196,96196,8
96197,96197,20
96198,96198,19
96199,96199,3
96200,96200,17
96201,96201,8
96202,96202,11
96203,96203,6
96204,96204,10
96205,96205,16
96206,96206,20
96207,96207,20
96208,96208,4
96209,96209,19
96210,96210,6
96211,96211,4
96212,96212,18
96213,96213,14
96214,96214,11
96215,96215,11
96216,96216,1
96217,96217,14
96218,96218,7
96219,96219,7
96220,96220,3
96221,96221,17
96222,96222,7
96223,96223,20
96224,96224,8
96225,96225,15
96226,96226,14
96227,96227,19
96228,96228,17
96229,96229,18
96230,96230,13
96231,96231,20
96232,96232,15
96233,96233,9
96234,96234,19
96235,96235,12
96236,96236,2
96237,96237,9
96238,96238,11
96239,96239,3
96240,96240,7
96241,96241,16
96242,96242,14
96243,96243,12
96244,96244,2
96245,96245,16
96246,96246,3
96247,96247,3
96248,96248,16
96249,96249,16
96250,96250,2
96251,96251,20
96252,96252,7
96253,96253,11
96254,96254,8
96255,96255,4
96256,96256,13
96257,96257,20
96258,96258,18
96259,96259,15
96260,96260,13
96261,96261,2
96262,96262,16
96263,96263,10
96264,96264,4
96265,96265,18
96266,96266,1
96267,96267,15
96268,96268,4
96269,96269,1
96270,96270,9
96271,96271,18
96272,96272,6
96273,96273,11
96274,96274,13
96275,96275,1
96276,96276,20
96277,96277,10
96278,96278,18
96279,96279,18
96280,96280,1
96281,96281,3
96282,96282,11
96283,96283,12
96284,96284,4
96285,96285,6
96286,96286,20
96287,96287,11
96288,96288,10
96289,96289,6
96290,96290,1
96291,96291,12
96292,96292,9
96293,96293,12
96294,96294,7
96295,96295,12
96296,96296,2
96297,96297,2
96298,96298,2
96299,96299,20
96300,96300,6
96301,96301,7
96302,96302,13
96303,96303,15
96304,96304,15
96305,96305,19
96306,96306,2
96307,96307,5
96308,96308,12
96309,96309,10
96310,96310,19
96311,96311,18
96312,96312,3
96313,96313,16
96314,96314,20
96315,96315,8
96316,96316,4
96317,96317,16
96318,96318,13
96319,96319,3
96320,96320,5
96321,96321,5
96322,96322,7
96323,96323,19
96324,96324,4
96325,96325,15
96326,96326,11
96327,96327,14
96328,96328,12
96329,96329,8
96330,96330,10
96331,96331,5
96332,96332,4
96333,96333,15
96334,96334,3
96335,96335,6
96336,96336,15
96337,96337,19
96338,96338,6
96339,96339,9
96340,96340,16
96341,96341,13
96342,96342,16
96343,96343,13
96344,96344,10
96345,96345,4
96346,96346,11
96347,96347,8
96348,96348,12
96349,96349,8
96350,96350,11
96351,96351,17
96352,96352,4
96353,96353,11
96354,96354,11
96355,96355,8
96356,96356,14
96357,96357,7
96358,96358,13
96359,96359,8
96360,96360,15
96361,96361,14
96362,96362,9
96363,96363,6
96364,96364,17
96365,96365,17
96366,96366,12
96367,96367,17
96368,96368,8
96369,96369,20
96370,96370,2
96371,96371,11
96372,96372,20
96373,96373,18
96374,96374,11
96375,96375,12
96376,96376,8
96377,96377,4
96378,96378,1
96379,96379,17
96380,96380,11
96381,96381,8
96382,96382,13
96383,96383,20
96384,96384,20
96385,96385,1
96386,96386,7
96387,96387,7
96388,96388,10
96389,96389,2
96390,96390,2
96391,96391,8
96392,96392,1
96393,96393,12
96394,96394,6
96395,96395,18
96396,96396,18
96397,96397,20
96398,96398,3
96399,96399,19
96400,96400,18
96401,96401,18
96402,96402,15
96403,96403,11
96404,96404,2
96405,96405,14
96406,96406,3
96407,96407,1
96408,96408,8
96409,96409,15
96410,96410,17
96411,96411,2
96412,96412,20
96413,96413,15
96414,96414,8
96415,96415,7
96416,96416,5
96417,96417,5
96418,96418,19
96419,96419,5
96420,96420,3
96421,96421,19
96422,96422,16
96423,96423,11
96424,96424,4
96425,96425,7
96426,96426,20
96427,96427,7
96428,96428,17
96429,96429,15
96430,96430,10
96431,96431,4
96432,96432,1
96433,96433,6
96434,96434,8
96435,96435,6
96436,96436,18
96437,96437,3
96438,96438,9
96439,96439,18
96440,96440,3
96441,96441,7
96442,96442,10
96443,96443,7
96444,96444,20
96445,96445,4
96446,96446,10
96447,96447,14
96448,96448,12
96449,96449,5
96450,96450,12
96451,96451,12
96452,96452,8
96453,96453,19
96454,96454,16
96455,96455,8
96456,96456,16
96457,96457,18
96458,96458,20
96459,96459,9
96460,96460,4
96461,96461,9
96462,96462,8
96463,96463,16
96464,96464,12
96465,96465,12
96466,96466,7
96467,96467,7
96468,96468,2
96469,96469,15
96470,96470,18
96471,96471,3
96472,96472,5
96473,96473,5
96474,96474,19
96475,96475,15
96476,96476,4
96477,96477,1
96478,96478,17
96479,96479,17
96480,96480,13
96481,96481,11
96482,96482,4
96483,96483,14
96484,96484,11
96485,96485,4
96486,96486,5
96487,96487,17
